id	score6
seq_502	-2.25882625579834
seq_503	-2.2814924716949463
seq_504	-2.2382211685180664
seq_505	-2.2512850761413574
seq_506	-2.2476890087127686
seq_507	-2.2476890087127686
seq_508	-2.2476890087127686
seq_509	-2.2476890087127686
seq_510	-2.2665700912475586
seq_511	-2.2942137718200684
seq_512	-2.2558932304382324
seq_513	-2.254897356033325
seq_514	-2.254897356033325
seq_515	-2.2580440044403076
seq_516	-2.254258632659912
seq_517	-2.2574660778045654
seq_518	-2.25016713142395
seq_519	-2.272144317626953
seq_520	-2.272144317626953
seq_521	-2.2406816482543945
seq_522	-2.256221294403076
seq_523	-2.267186403274536
seq_524	-2.266960382461548
seq_525	-2.2647624015808105
seq_526	-2.2569968700408936
seq_527	-2.263730764389038
seq_528	-2.2724571228027344
seq_529	-2.2695212364196777
seq_530	-2.2715580463409424
seq_531	-2.2587332725524902
seq_532	-2.235124349594116
seq_533	-2.2760589122772217
seq_534	-2.2760589122772217
seq_535	-2.266515016555786
seq_536	-2.277912139892578
seq_537	-2.264397382736206
seq_538	-2.2679874897003174
seq_539	-2.267430543899536
seq_540	-2.267430543899536
seq_541	-2.266317844390869
seq_542	-2.282614231109619
seq_543	-2.254424571990967
seq_544	-2.233499765396118
seq_545	-2.247379779815674
seq_546	-2.240579605102539
seq_547	-2.2607192993164062
seq_548	-2.256465435028076
seq_549	-2.2549264430999756
seq_550	-2.232020854949951
seq_551	-2.261461019515991
seq_552	-2.2675065994262695
seq_553	-2.2606208324432373
seq_554	-2.2282602787017822
seq_555	-2.2282602787017822
seq_556	-2.2599740028381348
seq_557	-2.284569025039673
seq_558	-2.2685225009918213
seq_559	-2.2685225009918213
seq_560	-2.2857394218444824
seq_561	-2.269304037094116
seq_562	-2.257246255874634
seq_563	-2.264937162399292
seq_564	-2.270426034927368
seq_565	-2.276008367538452
seq_566	-2.276008367538452
seq_567	-2.235926389694214
seq_568	-2.2842600345611572
seq_569	-2.265947103500366
seq_570	-2.264558792114258
seq_571	-2.264833450317383
seq_572	-2.2852630615234375
seq_573	-2.2630560398101807
seq_574	-2.3116533756256104
seq_575	-2.2597603797912598
seq_576	-2.269700527191162
seq_577	-2.258997678756714
seq_578	-2.2444660663604736
seq_579	-2.261091470718384
seq_580	-2.258446455001831
seq_581	-2.2500815391540527
seq_582	-2.2170116901397705
seq_583	-2.258420944213867
seq_584	-2.266547918319702
seq_585	-2.2704849243164062
seq_586	-2.270671844482422
seq_587	-2.2392020225524902
seq_588	-2.269653558731079
seq_589	-2.262549877166748
seq_590	-2.250952959060669
seq_591	-2.2552099227905273
seq_592	-2.2635087966918945
seq_593	-2.2670459747314453
seq_594	-2.255652666091919
seq_595	-2.26588773727417
seq_596	-2.291982412338257
seq_597	-2.2871713638305664
seq_598	-2.2871713638305664
seq_599	-2.2678093910217285
seq_600	-2.265643358230591
seq_601	-2.253455638885498
seq_602	-2.2802951335906982
seq_603	-2.2745981216430664
seq_604	-2.296699285507202
seq_605	-2.266300678253174
seq_606	-2.2464680671691895
seq_607	-2.2872395515441895
seq_608	-2.242650032043457
seq_609	-2.239867925643921
seq_610	-2.246549129486084
seq_611	-2.278172731399536
seq_612	-2.272681713104248
seq_613	-2.2868824005126953
seq_614	-2.2529115676879883
seq_615	-2.2691032886505127
seq_616	-2.2529115676879883
seq_617	-2.2462353706359863
seq_618	-2.262528419494629
seq_619	-2.2350106239318848
seq_620	-2.277050256729126
seq_621	-2.249171733856201
seq_622	-2.266221523284912
seq_623	-2.23709774017334
seq_624	-2.2454488277435303
seq_625	-2.227729082107544
seq_626	-2.2397403717041016
seq_627	-2.227729082107544
seq_628	-2.254709005355835
seq_629	-2.254709005355835
seq_630	-2.264970064163208
seq_631	-2.264970064163208
seq_632	-2.2712836265563965
seq_633	-2.2378201484680176
seq_634	-2.2675347328186035
seq_635	-2.263063430786133
seq_636	-2.267335891723633
seq_637	-2.267335891723633
seq_638	-2.2851803302764893
seq_639	-2.275554895401001
seq_640	-2.2598156929016113
seq_641	-2.2764079570770264
seq_642	-2.2463104724884033
seq_643	-2.2733211517333984
seq_644	-2.230844259262085
seq_645	-2.2629001140594482
seq_646	-2.2629001140594482
seq_647	-2.262458086013794
seq_648	-2.262458086013794
seq_649	-2.287409543991089
seq_650	-2.252962827682495
seq_651	-2.2820050716400146
seq_652	-2.264153003692627
seq_653	-2.2661540508270264
seq_654	-2.2809793949127197
seq_655	-2.2742323875427246
seq_656	-2.261340618133545
seq_657	-2.2531702518463135
seq_658	-2.2544355392456055
seq_659	-2.2530064582824707
seq_660	-2.270474672317505
seq_661	-2.2560572624206543
seq_662	-2.2643473148345947
seq_663	-2.266329526901245
seq_664	-2.278536558151245
seq_665	-2.2695224285125732
seq_666	-2.265437602996826
seq_667	-2.2593839168548584
seq_668	-2.25217342376709
seq_669	-2.2323851585388184
seq_670	-2.2878940105438232
seq_671	-2.252148151397705
seq_672	-2.2502474784851074
seq_673	-2.246614456176758
seq_674	-2.2761199474334717
seq_675	-2.2395131587982178
seq_676	-2.246614456176758
seq_677	-2.2493724822998047
seq_678	-2.2523179054260254
seq_679	-2.249354600906372
seq_680	-2.252206563949585
seq_681	-2.2931511402130127
seq_682	-2.260401725769043
seq_683	-2.260401725769043
seq_684	-2.2575931549072266
seq_685	-2.246917963027954
seq_686	-2.2575931549072266
seq_687	-2.248018741607666
seq_688	-2.2887685298919678
seq_689	-2.282305955886841
seq_690	-2.255993127822876
seq_691	-2.2761194705963135
seq_692	-2.2301881313323975
seq_693	-2.2410526275634766
seq_694	-2.250636100769043
seq_695	-2.232377529144287
seq_696	-2.2451794147491455
seq_697	-2.2557241916656494
seq_698	-2.2825980186462402
seq_699	-2.2794578075408936
seq_700	-2.2794578075408936
seq_701	-2.2966620922088623
seq_702	-2.268378257751465
seq_703	-2.268378257751465
seq_704	-2.268378257751465
seq_705	-2.2488863468170166
seq_706	-2.2688965797424316
seq_707	-2.278263807296753
seq_708	-2.2627475261688232
seq_709	-2.2496159076690674
seq_710	-2.250007390975952
seq_711	-2.249546766281128
seq_712	-2.258470296859741
seq_713	-2.2567543983459473
seq_714	-2.229625940322876
seq_715	-2.2476072311401367
seq_716	-2.259627103805542
seq_717	-2.2737674713134766
seq_718	-2.2547974586486816
seq_719	-2.271845579147339
seq_720	-2.235820770263672
seq_721	-2.2939248085021973
seq_722	-2.3187544345855713
seq_723	-2.285203456878662
seq_724	-2.262019395828247
seq_725	-2.2751898765563965
seq_726	-2.2751898765563965
seq_727	-2.2328264713287354
seq_728	-2.2647314071655273
seq_729	-2.2794551849365234
seq_730	-2.242342233657837
seq_731	-2.255666971206665
seq_732	-2.259176731109619
seq_733	-2.278963327407837
seq_734	-2.2658450603485107
seq_735	-2.277650833129883
seq_736	-2.275941848754883
seq_737	-2.2710490226745605
seq_738	-2.2670845985412598
seq_739	-2.2299985885620117
seq_740	-2.2543487548828125
seq_741	-2.25889253616333
seq_742	-2.2819020748138428
seq_743	-2.268646240234375
seq_744	-2.2639009952545166
seq_745	-2.214399814605713
seq_746	-2.253607749938965
seq_747	-2.2664709091186523
seq_748	-2.277801513671875
seq_749	-2.276038885116577
seq_750	-2.276038885116577
seq_751	-2.26381254196167
seq_752	-2.2387356758117676
seq_753	-2.2387356758117676
seq_754	-2.2680821418762207
seq_755	-2.2746238708496094
seq_756	-2.249768018722534
seq_757	-2.252519369125366
seq_758	-2.2592241764068604
seq_759	-2.2587485313415527
seq_760	-2.2502853870391846
seq_761	-2.2472589015960693
seq_762	-2.2622292041778564
seq_763	-2.2622292041778564
seq_764	-2.2633426189422607
seq_765	-2.2564218044281006
seq_766	-2.2880136966705322
seq_767	-2.2496581077575684
seq_768	-2.2245638370513916
seq_769	-2.261080026626587
seq_770	-2.264514446258545
seq_771	-2.260244369506836
seq_772	-2.260244369506836
seq_773	-2.2641961574554443
seq_774	-2.267123222351074
seq_775	-2.2798471450805664
seq_776	-2.283108949661255
seq_777	-2.242976188659668
seq_778	-2.2776777744293213
seq_779	-2.261671304702759
seq_780	-2.2432518005371094
seq_781	-2.264817237854004
seq_782	-2.2393219470977783
seq_783	-2.275177240371704
seq_784	-2.275177240371704
seq_785	-2.2595396041870117
seq_786	-2.275500774383545
seq_787	-2.275500774383545
seq_788	-2.2616562843322754
seq_789	-2.2713875770568848
seq_790	-2.3005106449127197
seq_791	-2.256584882736206
seq_792	-2.2627036571502686
seq_793	-2.2617292404174805
seq_794	-2.2617292404174805
seq_795	-2.2385597229003906
seq_796	-2.2478768825531006
seq_797	-2.247605323791504
seq_798	-2.2857706546783447
seq_799	-2.2857706546783447
seq_800	-2.2584950923919678
seq_801	-2.2518627643585205
seq_802	-2.249739170074463
seq_803	-2.255242109298706
seq_804	-2.247868537902832
seq_805	-2.284762144088745
seq_806	-2.274057388305664
seq_807	-2.262917995452881
seq_808	-2.274057388305664
seq_809	-2.262917995452881
seq_810	-2.2797393798828125
seq_811	-2.2455501556396484
seq_812	-2.264073371887207
seq_813	-2.270575761795044
seq_814	-2.2606754302978516
seq_815	-2.2642903327941895
seq_816	-2.264718770980835
seq_817	-2.2282297611236572
seq_818	-2.2635157108306885
seq_819	-2.293858289718628
seq_820	-2.2414956092834473
seq_821	-2.2407121658325195
seq_822	-2.253931760787964
seq_823	-2.253931760787964
seq_824	-2.279111862182617
seq_825	-2.2539238929748535
seq_826	-2.2602672576904297
seq_827	-2.2539238929748535
seq_828	-2.256300926208496
seq_829	-2.278055191040039
seq_830	-2.2669241428375244
seq_831	-2.2796926498413086
seq_832	-2.2195329666137695
seq_833	-2.2517683506011963
seq_834	-2.2421035766601562
seq_835	-2.234705924987793
seq_836	-2.2780392169952393
seq_837	-2.234705924987793
seq_838	-2.2404496669769287
seq_839	-2.2611942291259766
seq_840	-2.294893980026245
seq_841	-2.2768073081970215
seq_842	-2.256321907043457
seq_843	-2.257728338241577
seq_844	-2.2875237464904785
seq_845	-2.252830743789673
seq_846	-2.261441230773926
seq_847	-2.261138916015625
seq_848	-2.277740716934204
seq_849	-2.241379737854004
seq_850	-2.272406578063965
seq_851	-2.2653889656066895
seq_852	-2.2687833309173584
seq_853	-2.2698371410369873
seq_854	-2.291886806488037
seq_855	-2.2464849948883057
seq_856	-2.266447067260742
seq_857	-2.256617546081543
seq_858	-2.2624764442443848
seq_859	-2.315394163131714
seq_860	-2.2737045288085938
seq_861	-2.260014057159424
seq_862	-2.256579875946045
seq_863	-2.2660715579986572
seq_864	-2.256749391555786
seq_865	-2.2242541313171387
seq_866	-2.2672293186187744
seq_867	-2.302656650543213
seq_868	-2.2465314865112305
seq_869	-2.2767117023468018
seq_870	-2.264178514480591
seq_871	-2.2847278118133545
seq_872	-2.2166616916656494
seq_873	-2.2558836936950684
seq_874	-2.2751500606536865
seq_875	-2.3102400302886963
seq_876	-2.2709312438964844
seq_877	-2.3134522438049316
seq_878	-2.222332715988159
seq_879	-2.2757387161254883
seq_880	-2.2757387161254883
seq_881	-2.2757387161254883
seq_882	-2.2757387161254883
seq_883	-2.2461745738983154
seq_884	-2.2592451572418213
seq_885	-2.2633535861968994
seq_886	-2.2704050540924072
seq_887	-2.2665951251983643
seq_888	-2.2624728679656982
seq_889	-2.245673418045044
seq_890	-2.2663350105285645
seq_891	-2.2904815673828125
seq_892	-2.2440192699432373
seq_893	-2.274488687515259
seq_894	-2.2678823471069336
seq_895	-2.2599687576293945
seq_896	-2.2870852947235107
seq_897	-2.2745540142059326
seq_898	-2.261697769165039
seq_899	-2.239745616912842
seq_900	-2.290757417678833
seq_901	-2.2645981311798096
seq_902	-2.215210437774658
seq_903	-2.2729268074035645
seq_904	-2.2558698654174805
seq_905	-2.258483409881592
seq_906	-2.2505269050598145
seq_907	-2.244049310684204
seq_908	-2.2598230838775635
seq_909	-2.2857611179351807
seq_910	-2.2427830696105957
seq_911	-2.2446975708007812
seq_912	-2.254784107208252
seq_913	-2.267289400100708
seq_914	-2.251923084259033
seq_915	-2.265115976333618
seq_916	-2.285209894180298
seq_917	-2.262401819229126
seq_918	-2.2741646766662598
seq_919	-2.2551276683807373
seq_920	-2.257920980453491
seq_921	-2.2515528202056885
seq_922	-2.2653286457061768
seq_923	-2.277844190597534
seq_924	-2.254162549972534
seq_925	-2.2731990814208984
seq_926	-2.254162549972534
seq_927	-2.264510154724121
seq_928	-2.2831737995147705
seq_929	-2.2377424240112305
seq_930	-2.2881555557250977
seq_931	-2.2377424240112305
seq_932	-2.2881555557250977
seq_933	-2.2687253952026367
seq_934	-2.2687253952026367
seq_935	-2.301553726196289
seq_936	-2.2513489723205566
seq_937	-2.2731993198394775
seq_938	-2.2703919410705566
seq_939	-2.288860559463501
seq_940	-2.2757811546325684
seq_941	-2.2438573837280273
seq_942	-2.267033100128174
seq_943	-2.2377994060516357
seq_944	-2.2631282806396484
seq_945	-2.266871452331543
seq_946	-2.3088269233703613
seq_947	-2.3088269233703613
seq_948	-2.267547845840454
seq_949	-2.267547845840454
seq_950	-2.267547845840454
seq_951	-2.2714459896087646
seq_952	-2.2552692890167236
seq_953	-2.2402610778808594
seq_954	-2.2677340507507324
seq_955	-2.270986795425415
seq_956	-2.2610578536987305
seq_957	-2.2415273189544678
seq_958	-2.2778806686401367
seq_959	-2.263024091720581
seq_960	-2.2353789806365967
seq_961	-2.2517762184143066
seq_962	-2.2784433364868164
seq_963	-2.273960828781128
seq_964	-2.2572617530822754
seq_965	-2.2528257369995117
seq_966	-2.2528257369995117
seq_967	-2.2749640941619873
seq_968	-2.2660059928894043
seq_969	-2.2864606380462646
seq_970	-2.239872455596924
seq_971	-2.2864606380462646
seq_972	-2.2163197994232178
seq_973	-2.2731690406799316
seq_974	-2.2503135204315186
seq_975	-2.247776985168457
seq_976	-2.2277607917785645
seq_977	-2.3100616931915283
seq_978	-2.2608306407928467
seq_979	-2.3084065914154053
seq_980	-2.2536449432373047
seq_981	-2.2536449432373047
seq_982	-2.270418882369995
seq_983	-2.272062301635742
seq_984	-2.256683588027954
seq_985	-2.235175609588623
seq_986	-2.2760894298553467
seq_987	-2.2474400997161865
seq_988	-2.2269577980041504
seq_989	-2.2604188919067383
seq_990	-2.261924982070923
seq_991	-2.242478370666504
seq_992	-2.278759002685547
seq_993	-2.242478370666504
seq_994	-2.243173360824585
seq_995	-2.2802841663360596
seq_996	-2.2802841663360596
seq_997	-2.2237417697906494
seq_998	-2.2763161659240723
seq_999	-2.2448017597198486
seq_1000	-2.2448017597198486
